Key	English
InventoryItemDescriptions/InvDesc_692	Feeds sprinklers and watering cans.
InventoryItemNames/InvItem_693	Silo
InventoryItemDescriptions/InvDesc_693	Automatically fill your feeders
InventoryItemNames/InvItem_694	Blackwood Seed
InventoryItemDescriptions/InvDesc_694	The seed is red though?
InventoryItemNames/InvItem_695	Fake Beard
InventoryItemDescriptions/InvDesc_695	Looks real to me...
InventoryItemNames/InvItem_696	Cement Fence
InventoryItemDescriptions/InvDesc_696	It's strong!
InventoryItemNames/InvItem_697	Simple Animal Trap
InventoryItemDescriptions/InvDesc_697	Catch some stuff.
InventoryItemNames/InvItem_698	Bottle Brush
InventoryItemDescriptions/InvDesc_698	Could clean a bottle I guess?
InventoryItemNames/InvItem_699	Copper Watering Can
InventoryItemDescriptions/InvDesc_699	Carries water from point A to point B
InventoryItemNames/InvItem_700	Copper Watering Can
InventoryItemDescriptions/InvDesc_700	It's empty. Fill it with water.
InventoryItemNames/InvItem_701	Iron Watering Can
InventoryItemDescriptions/InvDesc_701	Carries water from point A to point B
InventoryItemNames/InvItem_702	Iron Watering Can
InventoryItemDescriptions/InvDesc_702	It's empty. Fill it with water.
InventoryItemNames/InvItem_703	Compost Bin
InventoryItemDescriptions/InvDesc_703	Turn poop and stuff into fertiliser
InventoryItemNames/InvItem_704	Shovel of Sand
InventoryItemDescriptions/InvDesc_704	This big spoon is filled with sand.
InventoryItemNames/InvItem_705	Shovel of Mud
InventoryItemDescriptions/InvDesc_705	This big spoon is filled with mud.
InventoryItemNames/InvItem_706	Shovel of Red Sand
InventoryItemDescriptions/InvDesc_706	This big spoon is filled with red sand.
InventoryItemNames/InvItem_707	Fir Grass Seeds
InventoryItemDescriptions/InvDesc_707	Grows grass!
InventoryItemNames/InvItem_708	Tropical Grass Seeds
InventoryItemDescriptions/InvDesc_708	Grows grass!
InventoryItemNames/InvItem_709	Long Shoes
InventoryItemDescriptions/InvDesc_709	Hard to flip in.
InventoryItemNames/InvItem_710	Tele Pad
InventoryItemDescriptions/InvDesc_710	It's like a Tele tower you can place where you want.
InventoryItemNames/InvItem_711	Tele Caller
InventoryItemDescriptions/InvDesc_711	Call a Tele-Tower from anywhere.
InventoryItemNames/InvItem_712	Black Jacket
InventoryItemDescriptions/InvDesc_712	A nice coloured jacket.
InventoryItemNames/InvItem_713	Black Jeans
InventoryItemDescriptions/InvDesc_713	They could be skinnier...
InventoryItemNames/InvItem_714	White Pants
InventoryItemDescriptions/InvDesc_714	Bright Pants
InventoryItemNames/InvItem_715	White T-Shirt
InventoryItemDescriptions/InvDesc_715	Easy to stain.
InventoryItemNames/InvItem_716	Black Flat Cap
InventoryItemDescriptions/InvDesc_716	It's flat and a cap.
InventoryItemNames/InvItem_717	Black Flanney Shirt
InventoryItemDescriptions/InvDesc_717	Black and warm
InventoryItemNames/InvItem_718	Black Plaid Pants
InventoryItemDescriptions/InvDesc_718	Nice pants.
InventoryItemNames/InvItem_719	Yellow Shorts
InventoryItemDescriptions/InvDesc_719	Easy to wear.
InventoryItemNames/InvItem_720	Yellow T Shirt
InventoryItemDescriptions/InvDesc_720	It's pretty yellow.
InventoryItemNames/InvItem_721	Yellow Boots
InventoryItemDescriptions/InvDesc_721	High Vis
InventoryItemNames/InvItem_722	White Boots
InventoryItemDescriptions/InvDesc_722	Don't scuff these.
InventoryItemNames/InvItem_723	Face Bandana Green
InventoryItemDescriptions/InvDesc_723	Hide your face.
InventoryItemNames/InvItem_724	Face Bandana Black
InventoryItemDescriptions/InvDesc_724	Hide your face.
InventoryItemNames/InvItem_725	Face Bandana Blue
InventoryItemDescriptions/InvDesc_725	Hide your face.
InventoryItemNames/InvItem_726	Face Bandana Orange
InventoryItemDescriptions/InvDesc_726	Hide your face.
InventoryItemNames/InvItem_727	Face Bandana Red
InventoryItemDescriptions/InvDesc_727	Hide your face.
InventoryItemNames/InvItem_728	Large Round Glasses
InventoryItemDescriptions/InvDesc_728	Helps you see. A lot.
InventoryItemNames/InvItem_729	Retro Point Glasses
InventoryItemDescriptions/InvDesc_729	Helps you see. A lot.
InventoryItemNames/InvItem_730	Retro Point Sun Glasses
InventoryItemDescriptions/InvDesc_730	Helps you see. A lot.
InventoryItemNames/InvItem_731	Triangle Glasses
InventoryItemDescriptions/InvDesc_731	Could take an eye out.
InventoryItemNames/InvItem_732	Shutter Shades
InventoryItemDescriptions/InvDesc_732	Keep the sun out of some of your eyes.
InventoryItemNames/InvItem_733	Round Horned Glasses
InventoryItemDescriptions/InvDesc_733	Stylish.
InventoryItemNames/InvItem_734	Round Horned Sun Glasses
InventoryItemDescriptions/InvDesc_734	Stylish.
InventoryItemNames/InvItem_735	Yellow Dress
InventoryItemDescriptions/InvDesc_735	It's yellow!
InventoryItemNames/InvItem_736	Rainbow Dress
InventoryItemDescriptions/InvDesc_736	Beautiful!
InventoryItemNames/InvItem_737	Black Plaid Dress
InventoryItemDescriptions/InvDesc_737	Dark.
InventoryItemNames/InvItem_738	Rainbow T Shirt
InventoryItemDescriptions/InvDesc_738	Beautiful!
InventoryItemNames/InvItem_739	Rainbow Pants
InventoryItemDescriptions/InvDesc_739	Beautiful!
InventoryItemNames/InvItem_740	Rainbow Sneakers
InventoryItemDescriptions/InvDesc_740	Beautiful!
InventoryItemNames/InvItem_741	Red Nose
InventoryItemDescriptions/InvDesc_741	Does it honk?
InventoryItemNames/InvItem_742	Beak
InventoryItemDescriptions/InvDesc_742	Who is quack?
InventoryItemNames/InvItem_743	Black Coat
InventoryItemDescriptions/InvDesc_743	A nice coloured coat.
InventoryItemNames/InvItem_744	Black Ripped Jeans
InventoryItemDescriptions/InvDesc_744	Jeans for sunburnt knees.
InventoryItemNames/InvItem_745	House Move Deed
InventoryItemDescriptions/InvDesc_745	Decide where your house will be moved to
InventoryItemNames/InvItem_746	Jelly
InventoryItemDescriptions/InvDesc_746	It's squishy.
InventoryItemNames/InvItem_747	Jelly Brew
InventoryItemDescriptions/InvDesc_747	A real pick me up.
InventoryItemNames/InvItem_748	Bottle Brush Brew
InventoryItemDescriptions/InvDesc_748	Healthy
InventoryItemNames/InvItem_749	Advanced Sprinkler
InventoryItemDescriptions/InvDesc_749	Waters crops automatically.
InventoryItemNames/InvItem_750	Vombat Poo
InventoryItemDescriptions/InvDesc_750	It's poop. Plants might like it.
InventoryItemNames/InvItem_751	White Mask
InventoryItemDescriptions/InvDesc_751	Keep your breath in.
InventoryItemNames/InvItem_752	Black Mask
InventoryItemDescriptions/InvDesc_752	Keep your breath in.
InventoryItemNames/InvItem_753	Windmill
InventoryItemDescriptions/InvDesc_753	Speeds up nearby furnaces, crushers and BBQs
InventoryItemNames/InvItem_754	Flower Pot
InventoryItemDescriptions/InvDesc_754	Plant flowers and other plants in it.
InventoryItemNames/InvItem_755	Gum Wood Path
InventoryItemDescriptions/InvDesc_755	A wooden path for walking on.
InventoryItemNames/InvItem_756	Hard Wood Path
InventoryItemDescriptions/InvDesc_756	A wooden path for walking on.
InventoryItemNames/InvItem_757	Hard Wood Bridge
InventoryItemDescriptions/InvDesc_757	Maybe you could cross the water on this?
InventoryItemNames/InvItem_758	Gum Wood Bridge
InventoryItemDescriptions/InvDesc_758	Maybe you could cross the water on this?
InventoryItemNames/InvItem_759	Brick Bridge
InventoryItemDescriptions/InvDesc_759	Maybe you could cross the water on this?
InventoryItemNames/InvItem_760	Gum Wood Fence
InventoryItemDescriptions/InvDesc_760	Wood used to seperate things.
InventoryItemNames/InvItem_761	Hard Wood Fence
InventoryItemDescriptions/InvDesc_761	Wood used to seperate things.
InventoryItemNames/InvItem_762	Tin Fence
InventoryItemDescriptions/InvDesc_762	It's strong!
InventoryItemNames/InvItem_763	Big Fried Egg
InventoryItemDescriptions/InvDesc_763	It's a big one and it's fried!
InventoryItemNames/InvItem_764	Fried Egg
InventoryItemDescriptions/InvDesc_764	Sunny side up.
InventoryItemNames/InvItem_765	Gum Wood Gate
InventoryItemDescriptions/InvDesc_765	Opens and closes.
InventoryItemNames/InvItem_766	Hard Wood Gate
InventoryItemDescriptions/InvDesc_766	Opens and closes.
InventoryItemNames/InvItem_767	Tin Gate
InventoryItemDescriptions/InvDesc_767	Opens and closes.
InventoryItemNames/InvItem_768	Copper Hoe
InventoryItemDescriptions/InvDesc_768	Hoe the dirt. Make it all soft and stuff.
InventoryItemNames/InvItem_769	Brick Well
InventoryItemDescriptions/InvDesc_769	Water from deep down
InventoryItemNames/InvItem_770	Quandong
InventoryItemDescriptions/InvDesc_770	Gone don eat it.
InventoryItemNames/InvItem_771	Cooked Quandong
InventoryItemDescriptions/InvDesc_771	Gone don cooked it.
InventoryItemNames/InvItem_772	Flake
InventoryItemDescriptions/InvDesc_772	It's shark meat.
InventoryItemNames/InvItem_773	Cooked Flake
InventoryItemDescriptions/InvDesc_773	Salty.
InventoryItemNames/InvItem_774	Wheelbarrow
InventoryItemDescriptions/InvDesc_774	Fill it with dirt or other stuff.
InventoryItemNames/InvItem_775	Iron Path
InventoryItemDescriptions/InvDesc_775	It's cold
InventoryItemNames/InvItem_776	Bottle Brush Seed
InventoryItemDescriptions/InvDesc_776	Plant a Bottle Brush
InventoryItemNames/InvItem_777	Wattle Seed
InventoryItemDescriptions/InvDesc_777	Plant a Wattle
InventoryItemNames/InvItem_778	Copper Fishing Rod
InventoryItemDescriptions/InvDesc_778	Can reel faster.
InventoryItemNames/InvItem_779	Iron Fishing Rod
InventoryItemDescriptions/InvDesc_779	Can reel in the biggest fish in the ocean.
InventoryItemNames/InvItem_780	Chicken Hood
InventoryItemDescriptions/InvDesc_780	Bok Bok
InventoryItemNames/InvItem_781	Wizard Hat
InventoryItemDescriptions/InvDesc_781	Sort this out.
InventoryItemNames/InvItem_782	Wizard Robe
InventoryItemDescriptions/InvDesc_782	Never late.
InventoryItemNames/InvItem_783	Witch Hat
InventoryItemDescriptions/InvDesc_783	Does it point west?
InventoryItemNames/InvItem_784	Witch Robe
InventoryItemDescriptions/InvDesc_784	Where's the broom?
InventoryItemNames/InvItem_785	Green Chair
InventoryItemDescriptions/InvDesc_785	Green Chair
InventoryItemNames/InvItem_786	Green Seat
InventoryItemDescriptions/InvDesc_786	A single chair for sitting.
InventoryItemNames/InvItem_787	Green Bed
InventoryItemDescriptions/InvDesc_787	Sleep here.
InventoryItemNames/InvItem_788	Green Bedside Table
InventoryItemDescriptions/InvDesc_788	A wooden table for beside your bed.
InventoryItemNames/InvItem_789	Green Bookshelf
InventoryItemDescriptions/InvDesc_789	Keep books here.
InventoryItemNames/InvItem_790	Green Cabinet
InventoryItemDescriptions/InvDesc_790	Green Cabinet
InventoryItemNames/InvItem_791	Green Couch
InventoryItemDescriptions/InvDesc_791	A Couch. You can sit on it with a friend
InventoryItemNames/InvItem_792	Green Coffee Table
InventoryItemDescriptions/InvDesc_792	A small table.
InventoryItemNames/InvItem_793	Green Table
InventoryItemDescriptions/InvDesc_793	A pink table.
InventoryItemNames/InvItem_794	Green Lamp
InventoryItemDescriptions/InvDesc_794	Pink lamp. Pretty.
InventoryItemNames/InvItem_795	Town Hall Base Tent Upgrade
InventoryItemDescriptions/InvDesc_795	A hub of town
InventoryItemNames/InvItem_796	Town Hall Deed
InventoryItemDescriptions/InvDesc_796	Move Town Hall
InventoryItemNames/InvItem_797	Storage Barrel
InventoryItemDescriptions/InvDesc_797	Store things in here if you like.
InventoryItemNames/InvItem_798	Lawn Mower
InventoryItemDescriptions/InvDesc_798	Stop grass growing back.
InventoryItemNames/InvItem_799	Coconut
InventoryItemDescriptions/InvDesc_799	It's tasty inside.
InventoryItemNames/InvItem_800	Boogie Board
InventoryItemDescriptions/InvDesc_800	Float your day away.
InventoryItemNames/InvItem_801	Tractor
InventoryItemDescriptions/InvDesc_801	Put Put.
InventoryItemNames/InvItem_802	Blue Paint
InventoryItemDescriptions/InvDesc_802	Can paint vehicles and some containers
InventoryItemNames/InvItem_803	Paint Remover
InventoryItemDescriptions/InvDesc_803	Clear off paint.
InventoryItemNames/InvItem_804	Black Paint
InventoryItemDescriptions/InvDesc_804	Can paint vehicles and some containers
InventoryItemNames/InvItem_805	Green Paint
InventoryItemDescriptions/InvDesc_805	Can paint vehicles and some containers
InventoryItemNames/InvItem_806	Orange Paint
InventoryItemDescriptions/InvDesc_806	Can paint vehicles and some containers
InventoryItemNames/InvItem_807	Pink Paint
InventoryItemDescriptions/InvDesc_807	Can paint vehicles and some containers
InventoryItemNames/InvItem_808	Purple Paint
InventoryItemDescriptions/InvDesc_808	Can paint vehicles and some containers
InventoryItemNames/InvItem_809	Red Paint
InventoryItemDescriptions/InvDesc_809	Can paint vehicles and some containers
InventoryItemNames/InvItem_810	White Paint
InventoryItemDescriptions/InvDesc_810	Can paint vehicles and some containers
InventoryItemNames/InvItem_811	Yellow Paint
InventoryItemDescriptions/InvDesc_811	Can paint vehicles and some containers
InventoryItemNames/InvItem_812	Chrome Paint
InventoryItemDescriptions/InvDesc_812	Paint your vehicles and show off.
InventoryItemNames/InvItem_813	Gold Paint
InventoryItemDescriptions/InvDesc_813	The ultimate vehicle status symbol.
InventoryItemNames/InvItem_814	Buccinidae Shell
InventoryItemDescriptions/InvDesc_814	A seaworthy shell
InventoryItemNames/InvItem_815	Cassidae Shell
InventoryItemDescriptions/InvDesc_815	What the shell?
InventoryItemNames/InvItem_816	Sand Dollar
InventoryItemDescriptions/InvDesc_816	Can I spend this?
InventoryItemNames/InvItem_817	Tonnidae Shell
InventoryItemDescriptions/InvDesc_817	It's heavy?
InventoryItemNames/InvItem_818	Biscuit Sea Star
InventoryItemDescriptions/InvDesc_818	Don't eat it.
InventoryItemNames/InvItem_819	Eleven-armed Sea Star
InventoryItemDescriptions/InvDesc_819	That's a lot of arms!
InventoryItemNames/InvItem_820	Black Sea Cucumber
InventoryItemDescriptions/InvDesc_820	I bet its chewy
InventoryItemNames/InvItem_821	Spiny Sea Urchin
InventoryItemDescriptions/InvDesc_821	It's spikey
InventoryItemNames/InvItem_822	Pink Sea Urchin
InventoryItemDescriptions/InvDesc_822	Looks like bubblegum
InventoryItemNames/InvItem_823	Purple Sea Urchin
InventoryItemDescriptions/InvDesc_823	Does it eat people?
InventoryItemNames/InvItem_824	King Prawn
InventoryItemDescriptions/InvDesc_824	What majesty!
InventoryItemNames/InvItem_825	Tiger Prawn
InventoryItemDescriptions/InvDesc_825	Meow
InventoryItemNames/InvItem_826	Bay Bug
InventoryItemDescriptions/InvDesc_826	A lobster without claws.
InventoryItemNames/InvItem_827	Fresh Water Mussel
InventoryItemDescriptions/InvDesc_827	Makes you strong!
InventoryItemNames/InvItem_828	Fresh Water Prawn
InventoryItemDescriptions/InvDesc_828	Refreshing!
InventoryItemNames/InvItem_829	Inland Crab
InventoryItemDescriptions/InvDesc_829	Looks wet to me.
InventoryItemNames/InvItem_830	Purple Mottled Crab
InventoryItemDescriptions/InvDesc_830	Looks wet to me.
InventoryItemNames/InvItem_831	Blue Mussel
InventoryItemDescriptions/InvDesc_831	Strong but sad.
InventoryItemNames/InvItem_832	Cushion Sea Star
InventoryItemDescriptions/InvDesc_832	It's not that soft.
InventoryItemNames/InvItem_833	White Yabbie
InventoryItemDescriptions/InvDesc_833	Is it scared?
InventoryItemNames/InvItem_834	Blue Sea Slug
InventoryItemDescriptions/InvDesc_834	It's got wings!
InventoryItemNames/InvItem_835	Croco Berley Box
InventoryItemDescriptions/InvDesc_835	Lures Croco to its position.
InventoryItemNames/InvItem_836	Devil Berley Box
InventoryItemDescriptions/InvDesc_836	Lures Bush Devils to its position.
InventoryItemNames/InvItem_837	Shark Berley Box
InventoryItemDescriptions/InvDesc_837	Lures sharks to its position.
InventoryItemNames/InvItem_838	Battle Shovel
InventoryItemDescriptions/InvDesc_838	Dig this.
InventoryItemNames/InvItem_839	Bone Bow
InventoryItemDescriptions/InvDesc_839	How does this even work?
InventoryItemNames/InvItem_840	Bone Arrow
InventoryItemDescriptions/InvDesc_840	Sharp bones that can be shot.
InventoryItemNames/InvItem_841	Gold Pocket Watch
InventoryItemDescriptions/InvDesc_841	Time flies with one of these.
InventoryItemNames/InvItem_842	Boom Box
InventoryItemDescriptions/InvDesc_842	A box that plays a funky beat.
InventoryItemNames/InvItem_843	Tomato
InventoryItemDescriptions/InvDesc_843	No one know if this is a fruit or not.
InventoryItemNames/InvItem_844	Tomato Seeds
InventoryItemDescriptions/InvDesc_844	Put 'em in the ground!
InventoryItemNames/InvItem_845	Green Bean
InventoryItemDescriptions/InvDesc_845	Like beans in a case
InventoryItemNames/InvItem_846	Green Bean Seeds
InventoryItemDescriptions/InvDesc_846	Put 'em in the ground!
InventoryItemNames/InvItem_847	Empty Miners Helmet
InventoryItemDescriptions/InvDesc_847	Needs to be recharged.
InventoryItemNames/InvItem_848	Wooden Chest
InventoryItemDescriptions/InvDesc_848	Put stuff in here.
InventoryItemNames/InvItem_849	Doggo Collar
InventoryItemDescriptions/InvDesc_849	Put it on a pet!
InventoryItemNames/InvItem_850	Mu Saddle
InventoryItemDescriptions/InvDesc_850	Save a horse, ride a Mu
InventoryItemNames/InvItem_851	Copper Bulb Lamp
InventoryItemDescriptions/InvDesc_851	A nice light.
InventoryItemNames/InvItem_852	Cooked Prime Meat
InventoryItemDescriptions/InvDesc_852	It's cooked perfectly.
InventoryItemNames/InvItem_853	Raw Prime Meat
InventoryItemDescriptions/InvDesc_853	The meat from an alpha.
InventoryItemNames/InvItem_854	Repair Table
InventoryItemDescriptions/InvDesc_854	Repair damaged tools with repair kits.
InventoryItemNames/InvItem_855	Repair Kit
InventoryItemDescriptions/InvDesc_855	Use it to repair all your damaged tools at a repair table.
InventoryItemNames/InvItem_856	Charging Station
InventoryItemDescriptions/InvDesc_856	Charges and repairs power tools.
InventoryItemNames/InvItem_857	Old Sign
InventoryItemDescriptions/InvDesc_857	This looks nice I guess.
InventoryItemNames/InvItem_858	Iron Hoe
InventoryItemDescriptions/InvDesc_858	Hoe the dirt. Make it all soft and stuff.
InventoryItemNames/InvItem_859	Bat Wing
InventoryItemDescriptions/InvDesc_859	A bit of a bat.
InventoryItemNames/InvItem_860	Grain Mill
InventoryItemDescriptions/InvDesc_860	Turns seeds and grains into other things.
