Key	English	French	Russian	Chinese (Simplified)	Japanese	Korean	Chinese (Traditional)	Thai	Indonesian	Italian	Spanish (Latin Americas)	Portuguese	Turkish	German	Notes
GENERIC/Intro_Intro_002	<thinking>I have seen this ore referenced often in the data I have been extracting from the shiny discs.	<thinking>J'ai vu beaucoup de références à ce minerai dans les données que j'ai extraites des disques brillants.	<thinking>Я часто встречал упоминание этой руды в данных, которые я извлекал из блестящих дисков.	<thinking>我从那些闪亮的光盘里提取出了数据，里面经常提到这种矿石。	<thinking>光るディスクから集めたデータで、この鉱石のことはよく言及されていた。	<thinking>빛나는 원반에서 추출한 데이터를 살펴보니 이 광석 이야기를 자주 하더라.	<thinking>我在從那些閃亮的光碟中擷取資料時，常常看到有人提到這種礦石。	<thinking>ฉันเห็นว่าแร่นี้ถูกกล่าวถึงบ่อยๆ ในข้อมูลที่ฉันดึงออกมาได้จากแผ่นดิสก์วิบวับ	<thinking>Aku sudah sering melihat bijih ini disebutkan dalam data yang aku ekstrak dari disk yang mengilap.	<thinking>Questo minerale è spesso menzionato nei dati che ho estratto dai dischi luccicanti.	<thinking>He visto que a menudo mencionan este mineral en los datos que he extraído de los discos brillantes.	<thinking>Eu tenho visto esse minério ser citado frequentemente nos dados que tenho coletado dos CDs.	<thinking>Parlak disklerden çıkardığım verilerde sık sık bu cevherden bahsedildiğini görmüştüm.	<thinking>In den Daten, die ich von den glänzenden Scheiben extrahiert habe, wurde oft auf dieses Erz hingewiesen.	
GENERIC/Intro_Intro_003	<thinking>However, I must admit, I had assumed that it was a myth...	<thinking>Toutefois, je dois l'admettre, je pensais que c'était un mythe...	<thinking>Однако должен признаться, я предполагал, что это миф...	<thinking>不过，说实话，我原本以为是虚构的…	<thinking>しかし、実のところそんなのは作り話とばかり思っていた…	<thinking>난 사실 그냥 옛날 얘기일 거라고 생각했거든...	<thinking>不過，我得承認，我原本以為這只是個傳說而已……	<thinking>แต่ถึงอย่างนั้นฉันต้องยอมรับว่า ฉันนึกไปเองว่าแร่นี้เป็นตำนานที่ไม่มีอยู่จริง...	<thinking>Namun, harus kuakui, aku kira itu mitos...	<thinking>Tuttavia, devo ammettere che avevo dato per scontato che si trattasse di un mito...	<thinking>Sin embargo, debo admitir que supuse que era un mito…	<thinking>Mas, tenho que admitir, eu achava que ele era um mito...	<thinking>Ama bunun bir efsane olabileceğini düşünmüştüm...	<thinking>Ich muss allerdings zugeben, dass ich es für einen Mythos gehalten habe …	
GENERIC/Intro_Intro_004	If you could bring me 10 <itemName>, I believe I may have a way to process it into a very useful material.	Si tu pouvais m'apporter 10 <itemName>, je pense que je pourrais les transformer en matériau très utile.	Если ты принесешь мне 10 <itemName>, думаю, я смогу переработать ее в более полезный материал.	如果你能带 10 份<itemName>给我，我或许有办法把它加工成非常有用的材料。	<itemName>を10個持ってきてくれたら、とても便利な素材に加工する方法が見つかるはずだ。	<itemName> 10개만 가져다 줄래? 나한테 그걸 유용한 재료로 만들 방법이 있어.	如果你能帶給我 10 個<itemName>，我應該有辦法把它加工成很有用的材料喔。	ถ้าเธอหา <itemName> 10 อันมาให้ฉัน ฉันเชื่อว่าจะสามารถเอาไปแปรเป็นวัสดุที่มากประโยชน์ได้	Jika kamu bisa membawakanku 10 <itemName>, aku yakin aku mungkin punya cara untuk mengolahnya menjadi bahan yang sangat berguna.	Se potessi portarmi 10 <itemName>, credo di aver trovato il modo di trasformarlo in un materiale molto utile.	Si pudieras traerme 10 <itemName>, creo que tengo la manera de procesarlo y convertirlo en un material muy útil.	Se você puder me trazer 10 <itemName>, acredito que posso ter uma forma de processá-los e torná-los um material muito útil.	Bana 10 <itemName> getirirsen bunları işleyerek çok kullanışlı bir malzeme üretebilirim.	Wenn du mir 10 <itemName> bringen könntest, weiß ich vielleicht einen Weg, es zu einem sehr nützlichen Material zu verarbeiten.	<itemName> = Berkonium Ore
GENERIC/Intro_Intro_005	Please come back and speak to me once you have collected the <itemName>.	Reviens me parler une fois que tu auras collecté le <itemName>.	Когда соберешь <itemName>, обращайся ко мне.	收集完<itemName>之后回来找我。	<itemName>が集まったら、戻ってきてくれ。	<itemName> 다 모으면 돌아와서 말을 걸어 줘.	等你收集到<itemName>後，再回來找我聊聊吧！	ถ้าเก็บรวบรวม <itemName> ได้เมื่อไหร่ก็ให้กลับมาคุยกับฉันนะ	Temui aku setelah kamu mengumpulkan <itemName>.	Torna a parlare con me una volta che hai raccolto il <itemName>.	Vuelve y háblame una vez que hayas recogido el <itemName>.	Volte e fale comigo depois de você ter coletado o <itemName>.	Lütfen <itemName> topladığında gelip benimle konuş.	Bitte komm wieder und sprich mit mir, wenn du "<itemName>" gesammelt hast.	<itemName> = Berkonium Ore
GENERIC/Intro_Intro_006	I’ve already applied for the <itemName>.	J'ai déjà fait une demande pour le <itemName>.	Я уже подал заявку на <itemName>.	我已经申请了<itemName>。	<itemName>はもう申請済みだよ。	내가 벌써 <itemName> 신청을 했단다.	我已經申請<itemName>了。	ฉันยื่นขอรับ <itemName> แล้ว	Aku sudah mengajukan permohonan <itemName>.	Ho già richiesto l'<itemName>.	Ya he solicitado la <itemName>.	Eu já me candidatei para <itemName>.	<itemName> için başvuruda bulundum bile.	Ich habe "<itemName>" bereits beantragt.	
GENERIC/Intro_Intro_007	<yes>So, come and speak to me if you think we are ready to build it.	<yes>Donc, viens me parler si tu penses que nous sommes prêts à le bâtir.	<yes>Так что обращайся ко мне, если думаешь, что мы готовы это построить.	<yes>你什么时候觉得可以动工，就来找我吧。	<yes>作る準備が整い次第、戻ってきてくれ。	<yes>그러니 만들 준비가 되면 알려주렴.	<yes>所以，如果你覺得我們準備好要建造了，就來找我聊聊吧。	<yes>ดังนั้นให้กลับมาคุยกับฉันถ้าเธอคิดว่าพร้อมที่จะสร้างแล้ว	<yes>Jadi, datang dan bicaralah padaku jika kamu merasa siap untuk membuatnya.	<yes>Se pensi che siamo pronti a costruirlo, vieni a parlarne con me.	<yes>Así que ven y háblame si crees que podemos construirlo.	<yes>Portanto, venha falar comigo se achar que estamos prontos para construí-lo.	<yes>Yapmaya hazır olduğumuzda gelip benimle konuş.	<yes>Also komm her und sprich mich an, wenn du meinst, dass wir zum Bauen bereit sind.	
GENERIC/IntroToQuest_Intro_000	I’ve got another job for you! You up for it?þ	J'ai une autre tâche pour toi ! Ça t'intéresse ?				당신을 위한 다른 직업이 있어요! 당신은 그것을 할 준비가 되셨나요?þ						Tenho outro trabalho para você! Tem interesse?			
GENERIC/IntroToQuest_Intro_001	 You up for it?	Ça t'intéresse ?	У тебя все готово?	你准备好了？	準備はいい？	할 수 있겠니?	你準備好了嗎？	สนใจไหม	Apa kamu siap?	Ci stai?	¿Te parece bien?	Você topa?	İster misin?	Bist du bereit?	
GENERIC/IntroToQuest_Intro_002	That’s a tool I think will be very handy, indeed!	Je pense que cet outil sera très utile, en effet !	Думаю, этот инструмент мне точно пригодится!	我觉得那件工具特别好用，真的！	確実に便利な道具だと思うよ！	그 도구, 정말 유용할 거야!	這個工具我覺得超實用的！	นั่นน่ะเป็นเครื่องมือที่จะมีประโยชน์มากเลยนะ!	Itu alat yang kurasa akan sangat berguna!	È un attrezzo che sarà davvero molto utile!	Es una herramienta que será muy útil.	Realmente, essa é uma ferramenta que acho que será muito útil!	Aslında bu alet bayağı işe yarayacak!	Das ist ein Werkzeug, das in der Tat sehr nützlich sein wird!	
GENERIC/IntroToQuest_Intro_003	I think we should try and make enough money to buy a <itemName> from <NPCName>.	Je pense qu'on devrait essayer de gagner assez d'argent pour acheter un(e) <itemName> à <NPCName>.	Думаю, надо попробовать и заработать столько, чтобы купить <itemName> у <NPCName>.	努力挣钱，去<NPCName>那里买下<itemName>。	<NPCName>から<itemName>を買うためにお金を貯めるべきだろう。	돈을 충분히 모아서 <NPCName>씨한테서 <itemName> 구매를 하는 게 좋겠다.	我覺得我們應該努力賺夠錢，去從<NPCName>那裡買<itemName>。	ฉันคิดว่าเราควรพยายามหาเงินมาให้พอที่จะซื้อ <itemName> จาก <NPCName>	Kurasa kita harus berusaha mengumpulkan cukup uang untuk membeli <itemName> dari <NPCName>.	Penso che dovremmo provare a fare abbastanza soldi per comprare un <itemName> da <NPCName>.	Creo que deberíamos juntar algo de dinero para comprarle una <itemName> a <NPCName>.	Eu acho que deveríamos tentar ganhar dinheiro suficiente para comprar <itemName> de <NPCName>.	Bence para biriktirip <NPCName>'dan <itemName> satın almalıyız.	Ich denke, wir sollten versuchen, genug Geld zu verdienen, um "<itemName>" von <NPCName> zu kaufen.	
GENERIC/IntroToQuest_Intro_004	Here is my half of the Dinks. The rest is up to you! 	Voici ma part des Dinks. À toi de trouver le reste !	Вот моя половина Динков. Остальные ты!	这些汀克币归我，剩下的给你！	ディンクは半分もらっておく。あとはお任せするよ！	자, 여기 필요한 딩크 중 절반이야. 나머지는 네 몫이란다!	這是我這邊的丁克幣，剩下的就交給你啦！	นี่ดิงครึ่งนึงส่วนของฉัน เธอไปหาอีกครึ่งนึงเอาเองนะ!	Ini setengah dari Dink milikku. Sisanya terserah padamu!	Ecco la mia metà dei Dink. Il resto spetta a te!	Aquí están mis dinks. La otra mitad te corresponde a ti.	Aqui está minha metade dos Dinks. O restante é com você!	Kendi payıma düşen Dink'leri sana veriyorum. Gerisi sende!	Hier ist meine Hälfte der Dinks. Der Rest liegt bei dir!	
GENERIC/IntroToQuest_Intro_005	Maybe you could go catch some of the bugs around here?	Peut-être que tu pourrais aller attraper des insectes par ici ?	Может быть, тебе половить козявок в этих местах?	也许你可以去捕捉这里的昆虫？	ここらの虫をちょっと捕まえてきてくれるかな？	이 주변에서 곤충을 좀 잡는 건 어떠니?	或許你可以去這附近抓幾隻昆蟲？	ลองไปจับแมลงแถวๆ นี้ดูไหม	Mungkin kamu bisa menangkap beberapa serangga di sekitar sini?	Forse potresti andare a catturare qualche insetto da queste parti?	Quizás podrías capturar algunos de los insectos de por aquí.	Talvez você pudesse apanhar alguns dos insetos que temos por aqui?	Çevredeki böcekleri yakalayabilirsin belki.	Vielleicht könntest du ein paar Krabbeltiere fangen gehen?	
GENERIC/IntroToQuest_Intro_006	Or maybe you could cook some of that fruit you found?	Ou peut-être que tu pourrais cuisiner certains des fruits que tu as trouvés ?	Или, возможно, ты приготовишь какие-то из найденных фруктов?	又或者烹饪一些找到的果实？	それか、見かけたフルーツを調理してもらえる？	찾아낸 과일을 요리하는 건?	或許你可以用你找到的那些水果來煮點什麼？	หรือไม่ก็เอาผลไม้ที่เก็บได้มาปรุงอาหารดู	Atau mungkin kamu bisa memasak beberapa buah yang kamu temukan?	Oppure potresti cucinare un po' della frutta che hai trovato?	O podrías cocinar algunas de las frutas que hallaste.	Ou talvez pudesse cozinhar algumas daquelas frutas que você encontrou?	Belki de bulduğun meyveleri pişirirsin, ne dersin?	Oder du könntest etwas von dem Obst zubereiten, das du gefunden hast?	
